date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:43:23	1022796/1022796	---MCZ	200	added ('OK')	text/html	etag:W/%22a68f4cdcf4fca4dd4262b76df79d1052%22	https://www.myopt.org/about	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/about.html	(from https://www.myopt.org/)
23:43:25	1016139/1016139	---MCZ	200	added ('OK')	text/html	etag:W/%22fe473468eb740a2895d52891f33435cc%22	https://www.myopt.org/%e5%88%9b%e5%a7%8b%e4%ba%ba	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/%e5%88%9b%e5%a7%8b%e4%ba%ba.html	(from https://www.myopt.org/)
23:43:26	1038756/1038756	---MCZ	200	added ('OK')	text/html	etag:W/%220f5eab37591f6b8f6a6182382c16edfc%22	https://www.myopt.org/contact	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/contact.html	(from https://www.myopt.org/)
23:43:26	2958/2958	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2004:43:26%20GMT	https://www.myopt.org/media/emptystate.85a4add5.svg	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/media/emptystate.85a4add5.c.delayed	(from https://www.myopt.org/)
23:43:28	1189193/1189193	---MCZ	200	added ('OK')	text/html	etag:W/%224d4b7a29a51dce3140a49b3be7b0d1f5%22	https://www.myopt.org/offer/customer-support-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/customer-support-engineer.html	(from https://www.myopt.org/)
23:43:30	1188963/1188963	---MCZ	200	added ('OK')	text/html	etag:W/%22f890d5209213f6bc1ebe5a9b1afbd2df%22	https://www.myopt.org/offer/data-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/data-analyst.html	(from https://www.myopt.org/)
23:43:31	1189650/1189650	---MCZ	200	added ('OK')	text/html	etag:W/%2206a0977b56e8bee5076619fcc2d8f49a%22	https://www.myopt.org/offer/system-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/system-engineer.html	(from https://www.myopt.org/)
23:43:33	1187905/1187905	---MCZ	200	added ('OK')	text/html	etag:W/%226c06ec3f66aac00e2c4ec2bca66bcc1a%22	https://www.myopt.org/offer/software-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/software-engineer.html	(from https://www.myopt.org/)
23:43:35	1188674/1188674	---MCZ	200	added ('OK')	text/html	etag:W/%2298cae5675b3d397419802700aae0e52f%22	https://www.myopt.org/offer/financial-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/financial-analyst.html	(from https://www.myopt.org/)
23:43:36	1188567/1188567	---MCZ	200	added ('OK')	text/html	etag:W/%22b4046d6d2e3e17998384a5476bf081dc%22	https://www.myopt.org/offer/investment-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/investment-analyst.html	(from https://www.myopt.org/)
23:43:38	1188417/1188417	---MCZ	200	added ('OK')	text/html	etag:W/%22db8b3946ea111eca4e43ab8661e5560c%22	https://www.myopt.org/offer/staff-accountant	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/staff-accountant.html	(from https://www.myopt.org/)
23:43:41	1190028/1190028	---MCZ	200	added ('OK')	text/html	etag:W/%226ba9a4461ff5b8ca0b6701e02aa18652%22	https://www.myopt.org/offer/software-engineer-intern	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/offer/software-engineer-intern.html	(from https://www.myopt.org/)
23:43:42	1271392/1271392	---MCZ	200	added ('OK')	text/html	etag:W/%226d42dc06d3f676b1946f4b144d17a4ca%22	https://www.myopt.org/post/2024-h1b%e6%94%b9%e9%9d%a9%ef%bc%9a%e9%99%a4%e4%ba%86%e4%b8%80%e4%ba%ba%e4%b8%80%e6%8a%bd%ef%bc%8c%e8%bf%98%e6%9c%89%e4%bb%80%e4%b9%88%e5%8f%98%e5%8c%96%ef%bc%9f	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/post/2024-h1b%e6%94%b9%e9%9d%a9%ef%bc%9a%e9%99%a4%e4%ba%86%e4%b8%80%e4%ba%ba%e4%b8%80%e6%8a%bd%ef%bc%8c%e8%bf%98%e6%9c%89%e4%bb%80%e4%b9%88%e5%8f%98%e5%8c%96%ef%bc%9f.html	(from https://www.myopt.org/)
23:43:45	1264355/1264355	---MCZ	200	added ('OK')	text/html	etag:W/%2289738ead9875670cf69a0caa6ccbaf3a%22	https://www.myopt.org/post/opt%e3%80%81opt-extention%e5%92%8ccpt%e6%9c%9f%e9%97%b4%e5%87%ba%e5%a2%83%e7%be%8e%e5%9b%bd%e7%9a%84%e6%94%bf%e7%ad%96%e6%af%94%e8%be%83	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/post/opt%e3%80%81opt-extention%e5%92%8ccpt%e6%9c%9f%e9%97%b4%e5%87%ba%e5%a2%83%e7%be%8e%e5%9b%bd%e7%9a%84%e6%94%bf%e7%ad%96%e6%af%94%e8%be%83.html	(from https://www.myopt.org/)
23:43:51	593061/593061	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2004:43:50%20GMT	https://www.myopt.org/post/datainterview-1	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/post/datainterview-1.html	(from https://www.myopt.org/)
23:43:51	793/793	---M--	200	added ('OK')	text/xml	etag:W/%22319-MmGkrXf+o6Da6w3imEYUa7OMgJ8%22	https://www.myopt.org/sitemap.xml	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/sitemap.xml	(from https://www.myopt.org/)
23:43:52	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2004:43:52%20GMT	https://www.myopt.org/feed.xml	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/feed.19.delayed	(from https://www.myopt.org/)
23:43:53	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2004:43:53%20GMT	https://www.myopt.org/${n.uri}	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/${n.1a.delayed	(from https://www.myopt.org/)
23:43:54	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2004:43:54%20GMT	https://www.myopt.org/decodeURIComponent(e	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/decodeURIComponent(e.1b.delayed	(from https://www.myopt.org/)
23:43:56	1094127/1094127	---MCZ	200	added ('OK')	text/html	etag:W/%22441de82e31b71edbaf61bcacbd0f5f30%22	https://www.myopt.org/myjob/business-ingelligence-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/business-ingelligence-analyst.html	(from https://www.myopt.org/vip)
23:43:57	1093770/1093770	---MCZ	200	added ('OK')	text/html	etag:W/%2215e5b2f7a45d7d1b42fc58a2b038f5a4%22	https://www.myopt.org/myjob/software-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/software-engineer.html	(from https://www.myopt.org/vip)
23:43:59	1092294/1092294	---MCZ	200	added ('OK')	text/html	etag:W/%224c674a35c50a340d620029ca58b78fad%22	https://www.myopt.org/myjob/quantitative-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/quantitative-analyst.html	(from https://www.myopt.org/vip)
23:44:00	1092767/1092767	---MCZ	200	added ('OK')	text/html	etag:W/%223908808ddd7c53101e57bdbf4667ae94%22	https://www.myopt.org/myjob/financial-analytical-associate	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/financial-analytical-associate.html	(from https://www.myopt.org/vip)
23:44:01	1093516/1093516	---MCZ	200	added ('OK')	text/html	etag:W/%222ec792df59ffefe9d4020236694b03a9%22	https://www.myopt.org/myjob/data-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/data-analyst.html	(from https://www.myopt.org/vip)
23:44:02	1091544/1091544	---MCZ	200	added ('OK')	text/html	etag:W/%22762d0dd4b3d3fdb79c3f28471526ed68%22	https://www.myopt.org/myjob/brand-marketing-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/brand-marketing-analyst.html	(from https://www.myopt.org/vip)
23:44:04	1090794/1090794	---MCZ	200	added ('OK')	text/html	etag:W/%22bc8df7ef61f7a490743390e39ce3f5ba%22	https://www.myopt.org/myjob/financial-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/financial-analyst.html	(from https://www.myopt.org/vip)
23:44:05	1090972/1090972	---MCZ	200	added ('OK')	text/html	etag:W/%22cb6b4b9fbb86ef30adf393b9478bd12e%22	https://www.myopt.org/myjob/marketing-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/marketing-analyst.html	(from https://www.myopt.org/vip)
23:44:06	1091309/1091309	---MCZ	200	added ('OK')	text/html	etag:W/%22d9d57281ad982cfdfd102094069900ad%22	https://www.myopt.org/myjob/business-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/business-analyst.html	(from https://www.myopt.org/vip)
23:44:07	1097275/1097275	---MCZ	200	added ('OK')	text/html	etag:W/%221a5b10ab9810a4deb2f54ceca6b17f96%22	https://www.myopt.org/myjob/software-development-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/software-development-engineer.html	(from https://www.myopt.org/vip)
23:44:08	1093350/1093350	---MCZ	200	added ('OK')	text/html	etag:W/%22415269459b3325bf7765c8b9c3ce42dd%22	https://www.myopt.org/myjob/ui%2Fux-designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ui/ux-designer.html	(from https://www.myopt.org/vip)
23:44:10	1093667/1093667	---MCZ	200	added ('OK')	text/html	etag:W/%222d4b430de1eabde05d2b2098c2d0c441%22	https://www.myopt.org/myjob/software-development-engineer---entry-level	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/software-development-engineer---entry-level.html	(from https://www.myopt.org/vip)
23:44:11	1093201/1093201	---MCZ	200	added ('OK')	text/html	etag:W/%223a7ee529ba10895959721ae8a3a80f40%22	https://www.myopt.org/myjob/backend-software-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/backend-software-engineer.html	(from https://www.myopt.org/vip)
23:44:13	1095049/1095049	---MCZ	200	added ('OK')	text/html	etag:W/%22d8e21471ccee83c39d84e4b7fd7413ef%22	https://www.myopt.org/myjob/front-end-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/front-end-engineer.html	(from https://www.myopt.org/vip)
23:44:14	1092513/1092513	---MCZ	200	added ('OK')	text/html	etag:W/%22ba85a7e745b4f589af6954ed177cd31e%22	https://www.myopt.org/myjob/designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/designer.html	(from https://www.myopt.org/vip)
23:44:16	1093523/1093523	---MCZ	200	added ('OK')	text/html	etag:W/%22de60efedbc7403c1e2c772e07328bbe7%22	https://www.myopt.org/myjob/design-%2F-sale	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/design-/-sale.html	(from https://www.myopt.org/vip)
23:44:18	1093255/1093255	---MCZ	200	added ('OK')	text/html	etag:W/%223d2c46be156d9ffc4014121e59fd0f52%22	https://www.myopt.org/myjob/product-design-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/product-design-engineer.html	(from https://www.myopt.org/vip)
23:44:20	1092499/1092499	---MCZ	200	added ('OK')	text/html	etag:W/%222559934ea9588419c5d57d674384650a%22	https://www.myopt.org/myjob/user-experience-designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/user-experience-designer.html	(from https://www.myopt.org/vip)
23:44:21	1092689/1092689	---MCZ	200	added ('OK')	text/html	etag:W/%2287a8b266c5517114fb170f08d734f476%22	https://www.myopt.org/myjob/ux-designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ux-designer.html	(from https://www.myopt.org/vip)
23:44:22	1092321/1092321	---MCZ	200	added ('OK')	text/html	etag:W/%22d2c3b11a3957baade4586789cc1a80ee%22	https://www.myopt.org/myjob/geographic-design	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/geographic-design.html	(from https://www.myopt.org/vip)
23:44:24	1093482/1093482	---MCZ	200	added ('OK')	text/html	etag:W/%226ada4c86c62c184ce2587ef8a0579f1a%22	https://www.myopt.org/myjob/project-analyst-	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/project-analyst-.html	(from https://www.myopt.org/vip)
23:44:25	1092757/1092757	---MCZ	200	added ('OK')	text/html	etag:W/%22e900d1d289fc9967e72022c1edc7c628%22	https://www.myopt.org/myjob/web-design%2Fuiux	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/web-design/uiux.html	(from https://www.myopt.org/vip)
23:44:27	1093970/1093970	---MCZ	200	added ('OK')	text/html	etag:W/%22f5f984657788c838338f9b7abd8df29b%22	https://www.myopt.org/myjob/purchasing%2Facct-assistant	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/purchasing/acct-assistant.html	(from https://www.myopt.org/vip)
23:44:28	1092373/1092373	---MCZ	200	added ('OK')	text/html	etag:W/%22307f28052c661a63d7696a113a163895%22	https://www.myopt.org/myjob/software-development-engineer-	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/software-development-engineer-.html	(from https://www.myopt.org/vip)
23:44:30	1092990/1092990	---MCZ	200	added ('OK')	text/html	etag:W/%22a901164d20a423ae5fcd363c64f3646a%22	https://www.myopt.org/myjob/financial-data-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/financial-data-analyst.html	(from https://www.myopt.org/vip)
23:44:31	601173/601173	---MCZ	200	added ('OK')	text/html	etag:W/%229c1775e9fbee071135549cedd7654e00%22	https://www.myopt.org/myjob/data-and-program-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/data-and-program-analyst.html	(from https://www.myopt.org/vip)
23:44:32	1092353/1092353	---MCZ	200	added ('OK')	text/html	etag:W/%221995e14641c72d78a8342bd3b502dff7%22	https://www.myopt.org/myjob/e-commerce-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/e-commerce-analyst.html	(from https://www.myopt.org/vip)
23:44:33	1091612/1091612	---MCZ	200	added ('OK')	text/html	etag:W/%229108572253f1c894e7705aafa0360071%22	https://www.myopt.org/myjob/embedded-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/embedded-engineer.html	(from https://www.myopt.org/vip)
23:44:35	1091190/1091190	---MCZ	200	added ('OK')	text/html	etag:W/%226b21a5cde8aa15b910cc3ef63e72c76c%22	https://www.myopt.org/myjob/product-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/product-analyst.html	(from https://www.myopt.org/vip)
23:44:36	1091931/1091931	---MCZ	200	added ('OK')	text/html	etag:W/%22b5d5c6f83017a298060ee299c33df6cf%22	https://www.myopt.org/myjob/product-data-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/product-data-analyst.html	(from https://www.myopt.org/vip)
23:44:38	1092743/1092743	---MCZ	200	added ('OK')	text/html	etag:W/%22a308721c3470d8e8e36266a190438f3a%22	https://www.myopt.org/myjob/functional-safety-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/functional-safety-engineer.html	(from https://www.myopt.org/vip)
23:44:40	1092577/1092577	---MCZ	200	added ('OK')	text/html	etag:W/%2241ab29b7bc6bf386c2b0e3eb3403f68c%22	https://www.myopt.org/myjob/software-engineer--data-visualization	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/software-engineer--data-visualization.html	(from https://www.myopt.org/vip)
23:44:41	1092629/1092629	---MCZ	200	added ('OK')	text/html	etag:W/%2287b6dc106950f6f5b9e17566b5c17360%22	https://www.myopt.org/myjob/full-stack-engineer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/full-stack-engineer.html	(from https://www.myopt.org/vip)
23:44:43	1092904/1092904	---MCZ	200	added ('OK')	text/html	etag:W/%22e0f18f593b23d49e9552dc8fc2b60abb%22	https://www.myopt.org/myjob/business-intelligence-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/business-intelligence-analyst.html	(from https://www.myopt.org/vip)
23:44:44	1091641/1091641	---MCZ	200	added ('OK')	text/html	etag:W/%2256d9708bcbe112176fdcdbc76d4c4df2%22	https://www.myopt.org/myjob/uiux-designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/uiux-designer.html	(from https://www.myopt.org/vip)
23:44:46	1091958/1091958	---MCZ	200	added ('OK')	text/html	etag:W/%22c62e480841f39b547b8c66833caa16da%22	https://www.myopt.org/myjob/product-manager	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/product-manager.html	(from https://www.myopt.org/vip)
23:44:47	1092175/1092175	---MCZ	200	added ('OK')	text/html	etag:W/%2229ef6a981c2f94187d5c67574629d41d%22	https://www.myopt.org/myjob/operation-analyst	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/operation-analyst.html	(from https://www.myopt.org/vip)
23:44:48	1091239/1091239	---MCZ	200	added ('OK')	text/html	etag:W/%22a4eabd7a598b468c9edee00542119c79%22	https://www.myopt.org/myjob/ui-ux-designer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ui-ux-designer.html	(from https://www.myopt.org/vip)
23:44:50	1091393/1091393	---MCZ	200	added ('OK')	text/html	etag:W/%227c053849cc62ebfd7f1943ca0211fbc3%22	https://www.myopt.org/myjob/ui-developer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ui-developer.html	(from https://www.myopt.org/vip)
23:44:51	1091420/1091420	---MCZ	200	added ('OK')	text/html	etag:W/%22b2c1df649ea774c1bf0753d26f0bbf82%22	https://www.myopt.org/myjob/data-scientist	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/data-scientist.html	(from https://www.myopt.org/vip)
23:44:52	1091643/1091643	---MCZ	200	added ('OK')	text/html	etag:W/%2249023453cf3bd241a27ef424eb82ecf6%22	https://www.myopt.org/myjob/ui%e3%80%81ux-developer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ui%e3%80%81ux-developer.html	(from https://www.myopt.org/vip)
23:44:54	1090572/1090572	---MCZ	200	added ('OK')	text/html	etag:W/%22a197fe9b84260d120a22ceee78b26e84%22	https://www.myopt.org/myjob/sales-%2F-account-manager	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/sales-/-account-manager.html	(from https://www.myopt.org/vip)
23:44:55	1090865/1090865	---MCZ	200	added ('OK')	text/html	etag:W/%2241c97a4445ef15165399d6db44f8f7aa%22	https://www.myopt.org/myjob/ios-developer	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ios-developer.html	(from https://www.myopt.org/vip)
23:44:56	1090611/1090611	---MCZ	200	added ('OK')	text/html	etag:W/%221cc39fd4fa51f48fd5a5c77d0db144a5%22	https://www.myopt.org/myjob/%e6%96%b0%e5%aa%92%e4%bd%93%e8%bf%90%e8%90%a5	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e6%96%b0%e5%aa%92%e4%bd%93%e8%bf%90%e8%90%a5.html	(from https://www.myopt.org/vip)
23:44:57	1090359/1090359	---MCZ	200	added ('OK')	text/html	etag:W/%2246e19df29916a0e7ce04333b1b12a142%22	https://www.myopt.org/myjob/%e4%ba%a7%e5%93%81%e8%bf%90%e8%90%a5	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e4%ba%a7%e5%93%81%e8%bf%90%e8%90%a5.html	(from https://www.myopt.org/vip)
23:44:59	1091843/1091843	---MCZ	200	added ('OK')	text/html	etag:W/%2261586eaf4b486bbe55225e547794cb5a%22	https://www.myopt.org/myjob/%e6%8a%95%e8%b5%84%e7%ad%96%e7%95%a5%e5%88%86%e6%9e%90%e5%b8%88	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e6%8a%95%e8%b5%84%e7%ad%96%e7%95%a5%e5%88%86%e6%9e%90%e5%b8%88.html	(from https://www.myopt.org/vip)
23:45:00	1092157/1092157	---MCZ	200	added ('OK')	text/html	etag:W/%22f66d60bd9bfe4277fa1a76deb2f0ef94%22	https://www.myopt.org/myjob/ui%e8%ae%be%e8%ae%a1%e5%b8%88	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/ui%e8%ae%be%e8%ae%a1%e5%b8%88.html	(from https://www.myopt.org/vip)
23:45:02	1093242/1093242	---MCZ	200	added ('OK')	text/html	etag:W/%22e281161b7c6bce9e400af5fd632db119%22	https://www.myopt.org/myjob/marketing-and-public-relations-specialist	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/marketing-and-public-relations-specialist.html	(from https://www.myopt.org/vip)
23:45:03	1092077/1092077	---MCZ	200	added ('OK')	text/html	etag:W/%22ea4edc535b48f3e331b077bb1e911cdf%22	https://www.myopt.org/myjob/%e6%8a%95%e8%b5%84%e5%88%86%e6%9e%90%e5%b8%88	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e6%8a%95%e8%b5%84%e5%88%86%e6%9e%90%e5%b8%88.html	(from https://www.myopt.org/vip)
23:45:04	1092361/1092361	---MCZ	200	added ('OK')	text/html	etag:W/%2291cae6fd57df3b7ae37970582b7e19ce%22	https://www.myopt.org/myjob/%e5%85%a8%e7%90%83%e5%95%86%e5%8a%a1%e6%8b%93%e5%b1%95	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e5%85%a8%e7%90%83%e5%95%86%e5%8a%a1%e6%8b%93%e5%b1%95.html	(from https://www.myopt.org/vip)
23:45:07	1092472/1092472	---MCZ	200	added ('OK')	text/html	etag:W/%22b8dfd68319886d5c12c59c1c7139a4cf%22	https://www.myopt.org/myjob/%e8%ae%be%e8%ae%a1%e5%b8%88	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e8%ae%be%e8%ae%a1%e5%b8%88.html	(from https://www.myopt.org/vip)
23:45:08	1092540/1092540	---MCZ	200	added ('OK')	text/html	etag:W/%225f0916f6f8fde7429f296f20c49aa608%22	https://www.myopt.org/myjob/%e5%95%86%e4%b8%9a%e5%88%86%e6%9e%90%e5%b8%88	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e5%95%86%e4%b8%9a%e5%88%86%e6%9e%90%e5%b8%88.html	(from https://www.myopt.org/vip)
23:45:09	1093067/1093067	---MCZ	200	added ('OK')	text/html	etag:W/%2225bc41504d85dc4cd0fd52b2296395d3%22	https://www.myopt.org/myjob/product-marketing-manager	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/product-marketing-manager.html	(from https://www.myopt.org/vip)
23:45:11	1091864/1091864	---MCZ	200	added ('OK')	text/html	etag:W/%226d2331492615581fc1d7083d1f9c3667%22	https://www.myopt.org/myjob/%e5%95%86%e5%8a%a1%e6%8b%93%e5%b1%95	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e5%95%86%e5%8a%a1%e6%8b%93%e5%b1%95.html	(from https://www.myopt.org/vip)
23:45:13	1091862/1091862	---MCZ	200	added ('OK')	text/html	etag:W/%222ce895bf384ca25e388325f6d3a3f59e%22	https://www.myopt.org/myjob/%e4%ba%a7%e5%93%81%e7%bb%8f%e7%90%86	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e4%ba%a7%e5%93%81%e7%bb%8f%e7%90%86.html	(from https://www.myopt.org/vip)
23:45:14	1091423/1091423	---MCZ	200	added ('OK')	text/html	etag:W/%221723dd7a8990ac6addac267e3b2db809%22	https://www.myopt.org/myjob/%e8%bf%90%e8%90%a5	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/%e8%bf%90%e8%90%a5.html	(from https://www.myopt.org/vip)
23:45:16	1092140/1092140	---MCZ	200	added ('OK')	text/html	etag:W/%22bed18175f735b9dd25654364633373bd%22	https://www.myopt.org/myjob/customer-success	/Users/charlieliu/Downloads/webcopy/webcopy/www.myopt.org/myjob/customer-success.html	(from https://www.myopt.org/vip)
